school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,latitude_longitude,lat,lon
UNITY PRIMARY SCHOOL,http://www.unitypri.moe.edu.sg,21   CHOA CHU KANG CRESCENT,688268,67676750,na,67676751,na,UNITY_PS@MOE.EDU.SG,Yew Tee MRT,TIBs 302,MRS LEE-KOH SIEW CHENG,MR KOH PENG YEOW,MDM LEE SUET FONG,,,,,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,"Unity Primary School, 21, Choa Chu Kang Crescent, Choa Chu Kang, Northwest, 688268, Singapore",1.40273665,103.74675327152696
UNITY SECONDARY SCHOOL,http://www.unitysec.moe.edu.sg,20   CHOA CHU KANG STREET 62,689143,67671070,na,67654189,na,UNITY_SS@MOE.EDU.SG,YEW TEE MRT,307,MDM AINI BTE MAAROF,MR DANIEL ONG POH SOON,MS NG TIEN NI JENNY,,,,,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Unity Secondary School, 20, Choa Chu Kang Street 62, Choa Chu Kang, Northwest, 689143, Singapore",1.39972215,103.74602939217792
VALOUR PRIMARY SCHOOL,valourpri.moe.edu.sg,49   Punggol Central,828728,62426390,na,na,na,valour_ps@moe.edu.sg,na,na,MRS CHARIS WONG,MDM TAN PIN PIN,,,,,,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,"Valour Primary School, 49, Punggol Central, Punggol, Northeast, 828728, Singapore",1.4072779,103.89885718105859
VICTORIA JUNIOR COLLEGE,http://www.victoriajc.moe.edu.sg/,20   MARINE VISTA,449035,64485011,na,64438337,na,victoria_jc@moe.edu.sg,"Nearest MRT Stations:  Kembangan, Eunos","13, 16, 31, 36, 43, 48, 55, 135, 196, 196e, 197",MISS EK SOO BEN,MR GURUSHARAN SINGH S/O M SINGH,MS LEE YUN YUN GRACE,,,,,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,Yes,Chinese,Malay,Tamil,"Victoria Junior College, 20, Marine Vista, Bedok, Southeast, 449035, Singapore",1.3061913,103.91984444651865
VICTORIA SCHOOL,http://www.victoria.moe.edu.sg,2    SIGLAP LINK,448880,62912965,na,64452609,na,VICTORIA_SCH@MOE.EDU.SG,"BEDOK MRT, PAYA LEBAR MRT","31, 36, 43, 47, 48, 55, 135, 155, 196, 196E, 197, 401, 853C",MR CHOW WEISI,MR TAN ENG HONG JONATHAN,MR NEO WEI CHUNG,,,,,BEDOK,EAST,GOVERNMENT SCHOOL,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,Yes,Yes,Chinese,Malay,Tamil,"Victoria School, 2, Siglap Link, Bedok, Southeast, 448880, Singapore",1.30854205,103.92745780276405
WATERWAY PRIMARY SCHOOL,https://waterwaypri.moe.edu.sg,70   Punggol Drive,828802,6636 6880,na,6315 3451,na,waterway_ps@moe.edu.sg,Kadaloor LRT Station,"50, 381",MRS WEE KWAN LIAM,MDM CHUA KIM LAN JUDY,,,,,,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Waterway Primary School, 70, Punggol Drive, Punggol, Northeast, 828802, Singapore",1.3992087999999998,103.91839414052309
WELLINGTON PRIMARY SCHOOL,http://www.wellingtonpri.moe.edu.sg,10   WELLINGTON CIRCLE,757702,67533319,na,67533765,na,WELLINGTONPS@MOE.EDU.SG,Sembawang MRT,"980, 856, 859",MR ALCANTARA ALBERT ALFRED,MS KONG YEE LOON,,,,,,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"10, Wellington Circle, Tewksbury, Middlesex County, Massachusetts, 01876, United States",42.6022861,-71.2665296
WEST GROVE PRIMARY SCHOOL,http://www.westgrovepri.moe.edu.sg/,1    JURONG WEST ST 72,649223,62679234,na,62679235,na,WGPS@MOE.EDU.SG,Boon Lay MRT,"Bus 99, 242",MRS CHANDLER JAY SIVA,MDM SITI RASHIDAH BTE ABDUL RAHMAN,,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"West Grove Primary School, 1, Jurong West Street 72, Jurong West, Southwest, 649223, Singapore",1.34468085,103.69898328299087
WEST SPRING PRIMARY SCHOOL,http://www.westspringpri.moe.edu.sg,60   Bukit Panjang Ring Road,679946,63144192,na,na,63140648,westspring_ps@moe.edu.sg,Jelapang LRT,"920, 922",MR WILLY TAN NGUAN PENG,MDM KUM LAI MENG,MR SIM KOOI SUEN,,,,,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"West Spring Primary School, 60, Bukit Panjang Ring Road, Bukit Panjang, Northwest, 679946, Singapore",1.38951255,103.76629511736711
WEST SPRING SECONDARY SCHOOL,http://www.westspringsec.moe.edu.sg,61   SENJA  ROAD,677737,68920369,na,68929468,na,westspringss@moe.edu.sg,"JELAPANG LRT, SENJA LRT","920, 972, 976",MR TAN CHIN ENG ADOLPHUS,MR LIM HAN SENG ANDREW,MR V SIVA KUMAR,,,,,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"West Spring Secondary School, 61, Senja Road, Bukit Panjang, Northwest, 677737, Singapore",1.38827575,103.75987181608919
WEST VIEW PRIMARY SCHOOL,http://www.westviewpri.moe.edu.sg,31   SENJA ROAD,677742,67600178,na,67600147,na,wvps@moe.edu.sg,"Bukit Panjang MRT, SENJA LRT (A13)","170,171,176,178,180,000,000,000,000,000",MR EDDIE FOO CHIT CHEONG,MDM LAI SEOW POH,,,,,,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"West View Primary School, 31, Senja Road, Bukit Panjang, Northwest, 677742, Singapore",1.38348015,103.76007848739347
WESTWOOD PRIMARY SCHOOL,http://www.westwoodpri.moe.edu.sg,1    Jurong West Street 73,649188,64121690,na,67945084,na,westwood_ps@moe.edu.sg,Boon Lay MRT Station,"181, 502 & 243",MR MAH SENG THONG ANDREW,MRS RUTH TAI MEI FEN,MR LOW MIN CHYE,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Westwood Primary School, 1, Jurong West Street 73, Jurong West, Southwest, 649188, Singapore",1.3474423500000001,103.700513045387
WESTWOOD SECONDARY SCHOOL,http://www.westwoodsec.moe.edu.sg,11   JURONG WEST STREET 25,648350,67929737,na,67929738,na,WESTWOOD_SS@MOE.EDU.SG,BOON LAY MRT,"172, 181, 181M, 185, 199, 405, 974",MR ABDUL HARRIS B SUMARDI,MISS TAN MING MING,,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Westwood Secondary School, 11, Jurong West Street 25, Jurong West, Southwest, 648350, Singapore",1.35357275,103.70180250863571
WHITE SANDS PRIMARY SCHOOL,http://www.whitesandspri.moe.edu.sg,2    PASIR RIS ST 11,519075,69229100,na,65815013,na,wsps@moe.edu.sg,Pasir Ris MRT Station,"12, 17, 21, 39, 53, 81, 518, 109",MDM WONG LIN LIN AUDREY,MDM GOH SWEE LIN EVELYN,MS REZINA KHAN D/O ABDUL RAHIM,,,,,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"White Sands Primary School, 2, Pasir Ris Street 11, Pasir Ris, Northeast, 519075, Singapore",1.36547295,103.96125455882462
WHITLEY SECONDARY SCHOOL,http://www.whitleysec.moe.edu.sg,30   BISHAN STREET 24,579747,64561336,na,64591330,na,WHITLEY_SS@MOE.EDU.SG,"BISHAN MRT, MARYMOUNT MRT","13, 52, 54, 74, 74E, 88, 162, 162M,  588, 410, 851, 852",MDM S SAROJA,MR TYEBALLY AZIZ,MR KANG LENG KHIM VINCENT,,,,,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Whitley Secondary School, 30, Bishan Street 24, Bishan, Central, 579747, Singapore",1.35567945,103.84255758133664
WOODGROVE PRIMARY SCHOOL,http://www.woodgrovepri.moe.edu.sg/,2    WOODLANDS DRIVE 14,738079,68943371,na,68943372,na,WOODGROVE_PS@MOE.EDU.SG,Woodlands MRT Station,901,MS ADELINE TAN WEE KIAW,MRS AHKEELA JULIA EDISON,DR. NG SIEW HIANG SALLY,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Woodgrove Primary School, 2, Woodlands Drive 14, Woodlands, Northwest, 738079, Singapore",1.4331624,103.79032679117
WOODGROVE SECONDARY SCHOOL,https://woodgrovesec.moe.edu.sg/,3    WOODLANDS AVENUE 6,738990,68932564,na,68934458,na,woodgrove_ss@moe.edu.sg,"WOODLANDS MRT, WOODLANDS SOUTH MRT","901, 901M",MR CHUA CHOR HUAT,MR TAN BOON CHENG,MISS FOO SIEW YONG,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Woodgrove Secondary School, 3, Woodlands Avenue 6, Woodlands, Northwest, 738990, Singapore",1.42830325,103.79658064600358
WOODLANDS PRIMARY SCHOOL,http://www.woodlandspri.moe.edu.sg,10   WOODLANDS DRIVE 50,738853,62697410,na,63671165,na,wdp@moe.edu.sg,Woodlands,912 & 912E,MISS KUCK LI LIAN LILLIAN,MDM WONG YEN LING,MDM KOMATHI D/O GOVINDASAMY,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Woodlands Primary School, 10, Woodlands Drive 50, Woodlands, Northwest, 738853, Singapore",1.43669555,103.79169016829829
WOODLANDS RING PRIMARY SCHOOL,HTTP://www.woodlandsringpri.moe.edu.sg,11   WOODLANDS RING ROAD,738240,63643679,na,63643490,na,WRPS@MOE.EDU.SG,Admiralty MRT Station,912,MISS GEETHA D/O DORAISAMY,"MR BOH CHEK KEOW, THOMAS",,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Woodlands Ring Primary School, 11, Woodlands Ring Road, Woodlands, Northwest, 738240, Singapore",1.43466535,103.79784050639532
WOODLANDS RING SECONDARY SCHOOL,http://www.woodlandsringsec.moe.edu.sg,10   WOODLANDS RING ROAD,738239,63643712,na,63643713,na,wrss@moe.edu.sg,ADMIRALTY MRT,912,MDM NG SIEW BEE,MDM NUR HIDAYANI IBRAHIM,MDM KOMATHI D/O P KESAVAN,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Woodlands Ring Secondary School, 10, Woodlands Ring Road, Woodlands, Northwest, 738239, Singapore",1.436023,103.80043534945747
WOODLANDS SECONDARY SCHOOL,http://www.woodlandssec.moe.edu.sg,11   MARSILING ROAD,739111,68494400,na,62691774,na,wdl_ss@moe.edu.sg,"MARSILING MRT, WOODLANDS MRT","913, 913M, 913T, 178, 856, 903",MDM TAN YANG FERN,MDM MASAYU BINTE MAHMUD,MR CHEN BING HONG,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Woodlands Secondary School, 11, Marsiling Road, Woodlands, Northwest, 739111, Singapore",1.43959845,103.77439467346329
XINGHUA PRIMARY SCHOOL,http://www.xinghuapri.moe.edu.sg,45   HOUGANG AVENUE 1,538882,62889121,na,62838831,na,XINGHUA_PS@MOE.EDU.SG,Kovan MRT Station,"Bus services 53, 62, 112, 113, 115",MR CHEW MUN WAI,MR CHONG CHOONG HIAN,,,,,,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Xinghua Primary School, 45, Hougang Avenue 1, Hougang, Northeast, 538882, Singapore",1.3580028,103.89051501350177
XINGNAN PRIMARY SCHOOL,http://www.xingnanpri.moe.edu.sg,5    JURONG WEST STREET 91,649036,67913679,na,67921493,na,XINGNAN_PS@MOE.EDU.SG,Pioneer MRT Station,Bus 99 & 241,MR CHAN GEOK ANN CHARLES,MDM S ANITHA,MRS ONG LAY KHIM,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Xing Nan Primary School, 5, Jurong West Street 91, Jurong West, Southwest, 649036, Singapore",1.3431928,103.68774924347912
XINMIN PRIMARY SCHOOL,http://www.xinminpri.moe.edu.sg/,9    HOUGANG AVENUE 8,538784,62835479,na,62880334,na,xinmin_ps@moe.edu.sg,Nil,"74, 147, 165, 112",MDM TAN KAY LING,MR MOHAMED YAZEED BIN MOHAMED SAID,,,,,,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Xinmin Primary School, 9, Hougang Avenue 8, Hougang, Northeast, 538784, Singapore",1.3714019,103.88317857629349
XINMIN SECONDARY SCHOOL,http://www.xinminsec.moe.edu.sg,11   HOUGANG AVENUE 8,538789,62889382,na,63851068,na,xinminss_email@schools.gov.sg,HOUGANG MRT,"25, 43, 43M, 55, 70, 70A, 70B, 70M, 72, 72A, 73, 73A, 74, 74E, 88, 88A, 103, 109, 109A, 112, 116, 132, 147, 159, 159A, 161, 165, 329, 660, 854, 854E",MR TAN KUO CHEANG,MDM NURAZIAN BINTE BAJURI,MDM WU DANPING,,,,,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,"Xinmin Secondary School, 11, Hougang Avenue 8, Hougang, Northeast, 538789, Singapore",1.3725581999999998,103.88292818222591
XISHAN PRIMARY SCHOOL,https://www.xishanpri.moe.edu.sg/,8    YISHUN STREET 21,768611,67588837,na,67588361,na,XISHAN_PS@MOE.EDU.SG,o   Alight at Yishun MRT Station o   Take Exit C o   Walk towards Yishun Street 21,"Along Yishun Ave 2,take Bus Service 117, 169, 804, 812, 965. Alight at Blk 220. Along Yishun Ring Road,take Bus Service 1N, 800, 804, NR1. Alight at Blk 227 or 236.",MRS QUEK-SIM KIM LIANG ANNE,MISS LATHA D/O SINASAMY,,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Xishan Primary School, 8, Yishun Street 21, Yishun, Northwest, 768611, Singapore",1.43343,103.83778655449996
YANGZHENG PRIMARY SCHOOL,http://www.yangzhengpri.moe.edu.sg/,15   SERANGOON AVENUE 3,556108,62846298,na,62879778,na,YZPS@MOE.EDU.SG,Serangoon Station,"58 & 105 (Outside the school, Serangoon Ave 3) 133 & 135(Serangoon Ave 2)",MRS LIM- FOO BOON CHING,MDM NG LI YI,,,,,,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Yangzheng Primary School, 15, Serangoon Avenue 3, Serangoon, Southeast, 556108, Singapore",1.3487634499999999,103.8684635802252
YEW TEE PRIMARY SCHOOL,http://www.yewteepri.moe.edu.sg,10   CHOA CHU KANG ST 64,689100,67670027,na,67675450,na,YTPS@MOE.EDU.SG,Yew Tee MRT Station,307,MISS ANG MUI KHOONG,MDM SIM EE KOON PATRICIA,MDM TOH GUAT HWA PAULINE,,,,,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Yew Tee Primary School, 10, Choa Chu Kang Street 64, Choa Chu Kang, Northwest, 689100, Singapore",1.39696185,103.75109299121249
YIO CHU KANG PRIMARY SCHOOL,http://www.yiochukangpri.moe.edu.sg,1    HOUGANG STREET 51,538720,63851365,na,63855915,na,admin_yckps@moe.edu.sg,Hougang MRT Station Yio Chu Kang MRT Station,"88,101,109,159,161 and 325",MR NG AIK BOON,MR CHAN TUCK CHEONG,MDM RAMACHANDRA SUGUNA,,,,,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Yio Chu Kang Primary School, 1, Hougang Street 51, Hougang, Northeast, 538720, Singapore",1.37791475,103.88546126892923
YIO CHU KANG SECONDARY SCHOOL,http://www.yiochukangsec.moe.edu.sg,3063 ANG MO KIO AVENUE 5,569868,64560669,na,65522927,na,yckss@moe.edu.sg,YIO CHU KANG MRT,"13, 45, 86, 138, 162, 269, 851, 852, 853",MRS LIM CAROL,MISS S G SARAH ABDULLAH,MR LIM HOCK CHYE KEVIN,,,,,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Yio Chu Kang Secondary School, 3063, Ang Mo Kio Avenue 5, Ang Mo Kio, Central, 569868, Singapore",1.3784798500000002,103.84210804081067
YISHUN INNOVA JUNIOR COLLEGE,https://yijc.moe.edu.sg/,3    YISHUN RING ROAD,768675,62579873,na,62574373,na,yijc@moe.edu.sg,"Yishun, Khatib","167, 169, 171, 800, 812,",MR MICHAEL DE SILVA,MR TAY YUAN ZHUANG,MR LIM KAH LEONG MARC,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,Chinese,Malay,Tamil,"Yishun Innova Junior College, 3, Yishun Ring Road, Yishun, Northwest, 768675, Singapore",1.42449365,103.83051527854522
YISHUN PRIMARY SCHOOL,http://www.yishunpri.moe.edu.sg,500  YISHUN RING ROAD,768679,62577461,na,67554198,na,YPS@MOE.EDU.SG,Yishun,Translink Feeder Service 800 & 812,MR CHAN WENG YEW MARVIN,MR SADANANDHAN S/O PALANI ANANDAN,MR TAN YEW LEE,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Yishun Primary School, 500, Yishun Ring Road, Yishun, Northwest, 768679, Singapore",1.4335987000000001,103.83388688680026
YISHUN SECONDARY SCHOOL,http://www.yishunsec.moe.edu.sg,4    YISHUN STREET 71,768516,68767129,na,67557748,na,YISHUN_SS@MOE.EDU.SG,"YISHUN MRT, KHATIB MRT","167,  169,  171,  800,  807, 811, 812,  856,  858,  859,  860,  969, 980",MRS REGINA LEE,MR TAN HOCK CHUAN MICHAEL,MR TAY HIANG SOON,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Yishun Secondary School, 4, Yishun Street 71, Yishun, Northwest, 768516, Singapore",1.42793975,103.82902825
YISHUN TOWN SECONDARY SCHOOL,http://www.yishuntownsec.moe.edu.sg,6    YISHUN STREET 21,768610,67587219,na,67559112,na,YTSS@MOE.EDU.SG,YISHUN MRT,"39, 85, 171, 800, 803, 804, 806, 811, 812, 851, 852, 853, 853C, 854, 854E, 855, 856, 857, 859, 860",MR NG TEO HENG,MR OW WENG KEONG,MR LOONG CHIEH YUNG (LONG JIRONG),,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,"Yishun Town Secondary School, 6, Yishun Street 21, Yishun, Northwest, 768610, Singapore",1.4326645500000001,103.83788512141666
YU NENG PRIMARY SCHOOL,http://www.ynps.moe.edu.sg/,56   BEDOK NORTH ST 3,469623,64490121,na,64498564,na,YNPS@MOE.EDU.SG,"Bedok MRT Station (East-West Line), Bedok Reservoir MRT STation (Downtown line)","14, 17, 18, 28, 66, 67, 69, 225",MR NG YEOW LING,MRS TAY-LEE LI THENG,MISS ONG PEI FEN JAMIE,,,,,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,"Yu Neng Primary School, 56, Bedok North Street 3, Bedok, Southeast, 469623, Singapore",1.33432875,103.93282926487154
YUAN CHING SECONDARY SCHOOL,http://www.yuanchingsec.moe.edu.sg,103  YUAN CHING ROAD,618654,62612489,na,62616275,na,YCSS@MOE.EDU.SG,LAKESIDE MRT,"98, 154, 154A, 180, 182, 187, 240, 240A, 246",MS NG SOOK KIT,MR LOH KOK NIAM VINCENT,MR CHEONG LIT SERN WESLEY,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Yuan Ching Secondary School, 103, Yuan Ching Road, Jurong West, Southwest, 618654, Singapore",1.3415819,103.72015364463991
YUHUA PRIMARY SCHOOL,http://www.yuhuapri.moe.edu.sg,158  JURONG EAST STREET 24,609558,65605062,na,65648278,na,YUHUA_PS@MOE.EDU.SG,"Jurong East, Bukit Batok","98,98A,187,333,502,507,NR5",MDM TENG LAI KWAN,MDM HEATHER SIM SIAW CHENG,MDM ZOEY LIM CHING SIA,,,,,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Yuhua Primary School, 158, Jurong East Street 24, Jurong East, Southwest, 609558, Singapore",1.3428913,103.74096003566154
YUHUA SECONDARY SCHOOL,http://www.yuhuasec.moe.edu.sg,35   JURONG WEST STREET 41,649406,65661985,na,65696689,na,YUHUA_SS@MOE.EDU.SG,LAKESIDE MRT,"49, 98, 99, 157, 180, 185, 187, 198, 334, 335, 502","MR PANG CHIN KEAT, KEVIN",MR TAN WEIMING BRIAN,MR CHNG PUAY KEONG,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Jurong West Street 41, Jurong West, Southwest, 640481, Singapore",1.3465703,103.725619
YUMIN PRIMARY SCHOOL,http://www.yuminpri.moe.edu.sg,3    TAMPINES STREET 21,529393,67811262,na,67845554,na,YUMIN_PS@MOE.EDU.SG,Tampines MRT Station,na,MDM CHILUKURI DIMPS RAO,MR ABDUL MUTALIB B MOHAMMED AMIN,MRS SHARON CLARISSA FOO,,,,,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,"Yumin Primary School, 3, Tampines Street 21, Tampines, Northeast, 529393, Singapore",1.3512643,103.95087354401925
YUSOF ISHAK SECONDARY SCHOOL,http://www.yusofishaksec.moe.edu.sg,11   BUKIT BATOK STREET 25,658712,65009800,na,65675502,na,yiss@moe.edu.sg,BUKIT BATOK MRT,"61, 66, 77, 106, 157, 174, 178, 506, 852, 963",MDM LEE WEE LIN MAUREEN,MR WILSON TAY SWEE KIAT,,,,,,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Yusof Ishak Secondary School, 11, Bukit Batok Street 25, Bukit Batok, Southwest, 658712, Singapore",1.3426976000000002,103.76000794940666
YUYING SECONDARY SCHOOL,http://www.yuyingsec.moe.edu.sg,47   HOUGANG AVENUE 1,538884,62827968,na,62871607,na,yuying_ss@moe.edu.sg,"KOVAN MRT, SERANGOON MRT, HOUGANG MRT","25, 51, 53, 53M, 55, 62, 87, 113, 119, 151, 854",MR LO CHEE LIN,MDM NIAM HWEE PENG,MR FOO JUNG HIN SIMON,,,,,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Yuying Secondary School, 47, Hougang Avenue 1, Hougang, Northeast, 538884, Singapore",1.3570939499999999,103.89070897403971
ZHANGDE PRIMARY SCHOOL,http://www.zhangdepri.moe.edu.sg/,51   Jalan Membina,169485,62740357,na,62763042,na,ZHANGDE_PS@MOE.EDU.SG,Tiong Bahru MRT Station,"16,33,63,123,195,605,851,14,65,147,167,196,197,961",MDM RITA RAJLAL,MISS TAY HWEE LIN,MRS PEGGY KOH,,,,,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Zhangde Primary School, 51, Jalan Membina, Bukit Merah, Central, 169485, Singapore",1.2842497000000002,103.82608192459686
ZHENGHUA PRIMARY SCHOOL,http://www.zhenghuapri.moe.edu.sg,9    Fajar Road,679002,67697478,na,67636459,na,zhenghua_ps@moe.edu.sg,LRT: Fajar Station,"190, 184, 187, 700, 700A, 921",MDM WONG HIAN HWEE CONSTANCE,MDM JOSEPHINE SNG,MISS SANTHANA MARY D/O POOBALAN,,,,,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Zhenghua Primary School, 9, Fajar Road, Bukit Panjang, Northwest, 679002, Singapore",1.37942415,103.76967649681461
ZHENGHUA SECONDARY SCHOOL,http://www.zhenghuasec.moe.edu.sg,91   SENJA ROAD,677741,67639455,na,67633577,na,ZHENGHUA_SS@MOE.EDU.SG,JELAPANG LRT,"920, 922, 976",MR LIN YUCHENG EUGENE,MR PHOR HOAY GUAN,MDM TAN PEI LEE ELAINE,,,,,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,"Zhenghua Secondary School, 91, Senja Road, Bukit Panjang, Northwest, 677741, Singapore",1.3888414,103.76520736341934
